	labels	x	y
spot_1037	clone_2	34	34
spot_1038	normal	34	36
spot_1039	normal	34	38
spot_1040	normal	34	40
spot_1041	normal	34	42
spot_1042	normal	34	44
spot_1043	normal	34	46
spot_1044	normal	34	48
spot_1045	normal	34	50
spot_1046	normal	34	52
spot_1047	normal	34	54
spot_1048	normal	34	56
spot_1049	normal	34	58
spot_1050	clone_1	35	1
spot_1051	clone_2	35	3
spot_1052	clone_2	35	5
spot_1053	clone_2	35	7
spot_1054	clone_2	35	9
spot_1055	clone_2	35	11
spot_1056	clone_2	35	13
spot_1057	clone_2	35	15
spot_1058	clone_2	35	17
spot_1059	clone_2	35	19
spot_1060	clone_2	35	21
spot_1061	clone_2	35	23
spot_1062	clone_2	35	25
spot_1063	clone_2	35	27
spot_1064	clone_2	35	29
spot_1065	clone_2	35	31
spot_1066	clone_2	35	33
spot_1067	clone_2	35	35
spot_1068	normal	35	37
spot_1069	normal	35	39
spot_1070	normal	35	41
spot_1071	normal	35	43
spot_1072	normal	35	45
spot_1073	normal	35	47
spot_1074	normal	35	49
spot_1075	normal	35	51
spot_1076	normal	35	53
spot_1077	normal	35	55
spot_1078	normal	35	57
spot_1079	normal	35	59
spot_1080	clone_1	36	0
spot_1081	clone_1	36	2
spot_1082	clone_2	36	4
spot_1083	clone_2	36	6
spot_1084	clone_2	36	8
spot_1085	clone_2	36	10
spot_1086	clone_2	36	12
spot_1087	clone_2	36	14
spot_1088	clone_2	36	16
spot_1089	clone_2	36	18
spot_1090	clone_2	36	20
spot_1091	clone_2	36	22
spot_1092	clone_2	36	24
spot_1093	clone_2	36	26
spot_1094	clone_2	36	28
spot_1095	clone_2	36	30
spot_1096	clone_2	36	32
spot_1097	clone_2	36	34
spot_1098	normal	36	36
spot_1099	normal	36	38
spot_1100	normal	36	40
spot_1101	normal	36	42
spot_1102	normal	36	44
spot_1103	normal	36	46
spot_1104	normal	36	48
spot_1105	normal	36	50
spot_1106	normal	36	52
spot_1107	normal	36	54
spot_1108	normal	36	56
spot_1109	normal	36	58
spot_1110	clone_1	37	1
spot_1111	clone_1	37	3
spot_1112	clone_1	37	5
spot_1113	clone_2	37	7
spot_1114	clone_2	37	9
spot_1115	clone_2	37	11
spot_1116	clone_2	37	13
spot_1117	clone_2	37	15
spot_1118	clone_2	37	17
spot_1119	clone_2	37	19
spot_1120	clone_2	37	21
spot_1121	clone_2	37	23
spot_1122	clone_2	37	25
spot_1123	clone_2	37	27
spot_1124	clone_2	37	29
spot_1125	clone_2	37	31
spot_1126	clone_2	37	33
spot_1127	normal	37	35
spot_1128	normal	37	37
spot_1129	normal	37	39
spot_1130	normal	37	41
spot_1131	normal	37	43
spot_1132	normal	37	45
spot_1133	normal	37	47
spot_1134	normal	37	49
spot_1135	normal	37	51
spot_1136	normal	37	53
spot_1137	normal	37	55
spot_1138	normal	37	57
spot_1139	normal	37	59
spot_1140	clone_1	38	0
spot_1141	clone_1	38	2
spot_1142	clone_1	38	4
spot_1143	clone_1	38	6
spot_1144	clone_1	38	8
spot_1145	clone_2	38	10
spot_1146	clone_2	38	12
spot_1147	clone_2	38	14
spot_1148	clone_2	38	16
spot_1149	clone_2	38	18
spot_1150	clone_2	38	20
spot_1151	clone_2	38	22
spot_1152	clone_2	38	24
spot_1153	clone_2	38	26
spot_1154	clone_2	38	28
spot_1155	clone_2	38	30
spot_1156	clone_2	38	32
spot_1157	clone_2	38	34
spot_1158	normal	38	36
spot_1159	normal	38	38
spot_1160	normal	38	40
spot_1161	normal	38	42
spot_1162	normal	38	44
spot_1163	normal	38	46
spot_1164	normal	38	48
spot_1165	normal	38	50
spot_1166	normal	38	52
spot_1167	normal	38	54
spot_1168	normal	38	56
spot_1169	normal	38	58
spot_1170	clone_1	39	1
spot_1171	clone_1	39	3
spot_1172	clone_1	39	5
spot_1173	clone_1	39	7
spot_1174	clone_1	39	9
spot_1175	clone_2	39	11
spot_1176	clone_2	39	13
spot_1177	clone_2	39	15
spot_1178	clone_2	39	17
spot_1179	clone_2	39	19
spot_1180	clone_2	39	21
spot_1181	clone_2	39	23
spot_1182	clone_2	39	25
spot_1183	clone_2	39	27
spot_1184	clone_2	39	29
spot_1185	clone_2	39	31
spot_1186	clone_2	39	33
spot_1187	normal	39	35
spot_1188	normal	39	37
spot_1189	normal	39	39
spot_1190	normal	39	41
spot_1191	normal	39	43
spot_1192	normal	39	45
spot_1193	normal	39	47
spot_1194	normal	39	49
spot_1195	normal	39	51
spot_1196	normal	39	53
spot_1197	normal	39	55
spot_1198	normal	39	57
spot_1199	normal	39	59
spot_1200	clone_1	40	0
spot_1201	clone_1	40	2
spot_1202	clone_1	40	4
spot_1203	clone_1	40	6
spot_1204	clone_1	40	8
spot_1205	clone_1	40	10
spot_1206	clone_1	40	12
spot_1207	clone_2	40	14
spot_1208	clone_2	40	16
spot_1209	clone_2	40	18
spot_1210	clone_2	40	20
spot_1211	clone_2	40	22
spot_1212	clone_2	40	24
spot_1213	clone_2	40	26
spot_1214	clone_2	40	28
spot_1215	clone_2	40	30
spot_1216	clone_2	40	32
spot_1217	normal	40	34
spot_1218	normal	40	36
spot_1219	normal	40	38
spot_1220	normal	40	40
spot_1221	normal	40	42
spot_1222	normal	40	44
spot_1223	normal	40	46
spot_1224	normal	40	48
spot_1225	normal	40	50
spot_1226	normal	40	52
spot_1227	normal	40	54
spot_1228	normal	40	56
spot_1229	normal	40	58
spot_1230	clone_1	41	1
spot_1231	clone_1	41	3
spot_1232	clone_1	41	5
spot_1233	clone_1	41	7
spot_1234	clone_1	41	9
spot_1235	clone_1	41	11
spot_1236	clone_1	41	13
spot_1237	clone_2	41	15
spot_1238	clone_2	41	17
spot_1239	clone_2	41	19
spot_1240	clone_2	41	21
spot_1241	clone_2	41	23
spot_1242	clone_2	41	25
spot_1243	clone_2	41	27
spot_1244	clone_2	41	29
spot_1245	clone_2	41	31
spot_1246	normal	41	33
spot_1247	normal	41	35
spot_1248	normal	41	37
spot_1249	normal	41	39
spot_1250	normal	41	41
spot_1251	normal	41	43
spot_1252	normal	41	45
spot_1253	normal	41	47
spot_1254	normal	41	49
spot_1255	normal	41	51
spot_1256	normal	41	53
spot_1257	normal	41	55
spot_1258	normal	41	57
spot_1259	normal	41	59
spot_1260	clone_1	42	0
spot_1261	clone_1	42	2
spot_1262	clone_1	42	4
spot_1263	clone_1	42	6
spot_1264	clone_1	42	8
spot_1265	clone_1	42	10
spot_1266	clone_1	42	12
spot_1267	clone_1	42	14
spot_1268	clone_1	42	16
spot_1269	clone_2	42	18
spot_1270	clone_2	42	20
spot_1271	clone_2	42	22
spot_1272	clone_2	42	24
spot_1273	clone_2	42	26
spot_1274	clone_2	42	28
spot_1275	clone_2	42	30
spot_1276	clone_2	42	32
spot_1277	normal	42	34
spot_1278	normal	42	36
spot_1279	normal	42	38
spot_1280	normal	42	40
spot_1281	normal	42	42
spot_1282	normal	42	44
spot_1283	normal	42	46
spot_1284	normal	42	48
spot_1285	normal	42	50
spot_1286	normal	42	52
spot_1287	normal	42	54
spot_1288	normal	42	56
spot_1289	normal	42	58
spot_1290	clone_1	43	1
spot_1291	clone_1	43	3
spot_1292	clone_1	43	5
spot_1293	clone_1	43	7
spot_1294	clone_1	43	9
spot_1295	clone_1	43	11
spot_1296	clone_1	43	13
spot_1297	clone_1	43	15
spot_1298	clone_1	43	17
spot_1299	clone_2	43	19
spot_1300	clone_2	43	21
spot_1301	clone_2	43	23
spot_1302	clone_2	43	25
spot_1303	clone_2	43	27
spot_1304	clone_2	43	29
spot_1305	clone_2	43	31
spot_1306	normal	43	33
spot_1307	normal	43	35
spot_1308	normal	43	37
spot_1309	normal	43	39
spot_1310	normal	43	41
spot_1311	normal	43	43
spot_1312	normal	43	45
spot_1313	normal	43	47
spot_1314	normal	43	49
spot_1315	normal	43	51
spot_1316	normal	43	53
spot_1317	normal	43	55
spot_1318	normal	43	57
spot_1319	normal	43	59
spot_1320	clone_1	44	0
spot_1321	clone_1	44	2
spot_1322	clone_1	44	4
spot_1323	clone_1	44	6
spot_1324	clone_1	44	8
spot_1325	clone_1	44	10
spot_1326	clone_1	44	12
spot_1327	clone_1	44	14
spot_1328	clone_1	44	16
spot_1329	clone_1	44	18
spot_1330	clone_1	44	20
spot_1331	clone_2	44	22
spot_1332	clone_2	44	24
spot_1333	clone_2	44	26
spot_1334	clone_2	44	28
spot_1335	clone_2	44	30
spot_1336	normal	44	32
spot_1337	normal	44	34
spot_1338	normal	44	36
spot_1339	normal	44	38
spot_1340	normal	44	40
spot_1341	normal	44	42
spot_1342	normal	44	44
spot_1343	normal	44	46
spot_1344	normal	44	48
spot_1345	normal	44	50
spot_1346	normal	44	52
spot_1347	normal	44	54
spot_1348	normal	44	56
spot_1349	normal	44	58
spot_1350	clone_1	45	1
spot_1351	clone_1	45	3
spot_1352	clone_1	45	5
spot_1353	clone_1	45	7
spot_1354	clone_1	45	9
spot_1355	clone_1	45	11
spot_1356	clone_1	45	13
spot_1357	clone_1	45	15
spot_1358	clone_1	45	17
spot_1359	clone_1	45	19
spot_1360	clone_1	45	21
spot_1361	clone_2	45	23
spot_1362	clone_2	45	25
spot_1363	clone_2	45	27
spot_1364	clone_2	45	29
spot_1365	clone_2	45	31
spot_1366	normal	45	33
spot_1367	normal	45	35
spot_1368	normal	45	37
spot_1369	normal	45	39
spot_1370	normal	45	41
spot_1371	normal	45	43
spot_1372	normal	45	45
spot_1373	normal	45	47
spot_1374	normal	45	49
spot_1375	normal	45	51
spot_1376	normal	45	53
spot_1377	normal	45	55
spot_1378	normal	45	57
spot_1379	normal	45	59
spot_1380	clone_1	46	0
spot_1381	clone_1	46	2
spot_1382	clone_1	46	4
spot_1383	clone_1	46	6
spot_1384	clone_1	46	8
spot_1385	clone_1	46	10
spot_1386	clone_1	46	12
spot_1387	clone_1	46	14
spot_1388	clone_1	46	16
spot_1389	clone_1	46	18
spot_1390	clone_1	46	20
spot_1391	clone_1	46	22
spot_1392	clone_1	46	24
spot_1393	clone_2	46	26
spot_1394	clone_2	46	28
spot_1395	clone_2	46	30
spot_1396	normal	46	32
spot_1397	normal	46	34
spot_1398	normal	46	36
spot_1399	normal	46	38
spot_1400	normal	46	40
spot_1401	normal	46	42
spot_1402	normal	46	44
spot_1403	normal	46	46
spot_1404	normal	46	48
spot_1405	normal	46	50
spot_1406	normal	46	52
spot_1407	normal	46	54
spot_1408	normal	46	56
spot_1409	normal	46	58
spot_1410	clone_1	47	1
spot_1411	clone_1	47	3
spot_1412	clone_1	47	5
spot_1413	clone_1	47	7
spot_1414	clone_1	47	9
spot_1415	clone_1	47	11
spot_1416	clone_1	47	13
spot_1417	clone_1	47	15
spot_1418	clone_1	47	17
spot_1419	clone_1	47	19
spot_1420	clone_1	47	21
spot_1421	clone_1	47	23
spot_1422	clone_1	47	25
spot_1423	clone_2	47	27
spot_1424	clone_2	47	29
spot_1425	normal	47	31
spot_1426	normal	47	33
spot_1427	normal	47	35
spot_1428	normal	47	37
spot_1429	normal	47	39
spot_1430	normal	47	41
spot_1431	normal	47	43
spot_1432	normal	47	45
spot_1433	normal	47	47
spot_1434	normal	47	49
spot_1435	normal	47	51
spot_1436	normal	47	53
spot_1437	normal	47	55
spot_1438	normal	47	57
spot_1439	normal	47	59
spot_1440	clone_1	48	0
spot_1441	clone_1	48	2
spot_1442	clone_1	48	4
spot_1443	clone_1	48	6
spot_1444	clone_1	48	8
spot_1445	clone_1	48	10
spot_1446	clone_1	48	12
spot_1447	clone_1	48	14
spot_1448	clone_1	48	16
spot_1449	clone_1	48	18
spot_1450	clone_1	48	20
spot_1451	clone_1	48	22
spot_1452	clone_1	48	24
spot_1453	clone_1	48	26
spot_1454	clone_1	48	28
spot_1455	clone_2	48	30
spot_1456	normal	48	32
spot_1457	normal	48	34
spot_1458	normal	48	36
spot_1459	normal	48	38
spot_1460	normal	48	40
spot_1461	normal	48	42
spot_1462	normal	48	44
spot_1463	normal	48	46
spot_1464	normal	48	48
spot_1465	normal	48	50
spot_1466	normal	48	52
spot_1467	normal	48	54
spot_1468	normal	48	56
spot_1469	normal	48	58
spot_1470	clone_1	49	1
spot_1471	clone_1	49	3
spot_1472	clone_1	49	5
spot_1473	clone_1	49	7
spot_1474	clone_1	49	9
spot_1475	clone_1	49	11
spot_1476	clone_1	49	13
spot_1477	clone_1	49	15
spot_1478	clone_1	49	17
spot_1479	clone_1	49	19
spot_1480	clone_1	49	21
spot_1481	clone_1	49	23
spot_1482	clone_1	49	25
spot_1483	clone_1	49	27
spot_1484	clone_1	49	29
spot_1485	normal	49	31
spot_1486	normal	49	33
spot_1487	normal	49	35
spot_1488	normal	49	37
spot_1489	normal	49	39
spot_1490	normal	49	41
spot_1491	normal	49	43
spot_1492	normal	49	45
spot_1493	normal	49	47
spot_1494	normal	49	49
spot_1495	normal	49	51
spot_1496	normal	49	53
spot_1497	normal	49	55
spot_1498	normal	49	57
spot_1499	normal	49	59
spot_1500	clone_1	50	0
spot_1501	clone_1	50	2
spot_1502	clone_1	50	4
spot_1503	clone_1	50	6
spot_1504	clone_1	50	8
spot_1505	clone_1	50	10
spot_1506	clone_1	50	12
spot_1507	clone_1	50	14
spot_1508	clone_1	50	16
spot_1509	clone_1	50	18
spot_1510	clone_1	50	20
spot_1511	clone_1	50	22
spot_1512	clone_1	50	24
spot_1513	clone_1	50	26
spot_1514	clone_1	50	28
spot_1515	clone_1	50	30
spot_1516	normal	50	32
spot_1517	normal	50	34
spot_1518	normal	50	36
spot_1519	normal	50	38
spot_1520	normal	50	40
spot_1521	normal	50	42
spot_1522	normal	50	44
spot_1523	normal	50	46
spot_1524	normal	50	48
spot_1525	normal	50	50
spot_1526	normal	50	52
spot_1527	normal	50	54
spot_1528	normal	50	56
spot_1529	normal	50	58
spot_1530	clone_1	51	1
spot_1531	clone_1	51	3
spot_1532	clone_1	51	5
spot_1533	clone_1	51	7
spot_1534	clone_1	51	9
spot_1535	clone_1	51	11
spot_1536	clone_1	51	13
spot_1537	clone_1	51	15
spot_1538	clone_1	51	17
spot_1539	clone_1	51	19
spot_1540	clone_1	51	21
spot_1541	clone_1	51	23
spot_1542	clone_1	51	25
spot_1543	clone_1	51	27
spot_1544	clone_1	51	29
spot_1545	clone_1	51	31
spot_1546	normal	51	33
spot_1547	normal	51	35
spot_1548	normal	51	37
spot_1549	normal	51	39
spot_1550	normal	51	41
spot_1551	normal	51	43
spot_1552	normal	51	45
spot_1553	normal	51	47
spot_1554	normal	51	49
spot_1555	normal	51	51
spot_1556	normal	51	53
spot_1557	normal	51	55
spot_1558	normal	51	57
spot_1559	normal	51	59
spot_1560	clone_1	52	0
spot_1561	clone_1	52	2
spot_1562	clone_1	52	4
spot_1563	clone_1	52	6
spot_1564	clone_1	52	8
spot_1565	clone_1	52	10
spot_1566	clone_1	52	12
spot_1567	clone_1	52	14
spot_1568	clone_1	52	16
spot_1569	clone_1	52	18
spot_1570	clone_1	52	20
spot_1571	clone_1	52	22
spot_1572	clone_1	52	24
spot_1573	clone_1	52	26
spot_1574	clone_1	52	28
spot_1575	clone_1	52	30
spot_1576	normal	52	32
spot_1577	normal	52	34
spot_1578	normal	52	36
spot_1579	normal	52	38
spot_1580	normal	52	40
spot_1581	normal	52	42
spot_1582	normal	52	44
spot_1583	normal	52	46
spot_1584	normal	52	48
spot_1585	normal	52	50
spot_1586	normal	52	52
spot_1587	normal	52	54
spot_1588	normal	52	56
spot_1589	normal	52	58
spot_1590	clone_1	53	1
spot_1591	clone_1	53	3
spot_1592	clone_1	53	5
spot_1593	clone_1	53	7
spot_1594	clone_1	53	9
spot_1595	clone_1	53	11
spot_1596	clone_1	53	13
spot_1597	clone_1	53	15
spot_1598	clone_1	53	17
spot_1599	clone_1	53	19
spot_1600	clone_1	53	21
spot_1601	clone_1	53	23
spot_1602	clone_1	53	25
spot_1603	clone_1	53	27
spot_1604	clone_1	53	29
spot_1605	clone_1	53	31
spot_1606	normal	53	33
spot_1607	normal	53	35
spot_1608	normal	53	37
spot_1609	normal	53	39
spot_1610	normal	53	41
spot_1611	normal	53	43
spot_1612	normal	53	45
spot_1613	normal	53	47
spot_1614	normal	53	49
spot_1615	normal	53	51
spot_1616	normal	53	53
spot_1617	normal	53	55
spot_1618	normal	53	57
spot_1619	normal	53	59
spot_1620	clone_1	54	0
spot_1621	clone_1	54	2
spot_1622	clone_1	54	4
spot_1623	clone_1	54	6
spot_1624	clone_1	54	8
spot_1625	clone_1	54	10
spot_1626	clone_1	54	12
spot_1627	clone_1	54	14
spot_1628	clone_1	54	16
spot_1629	clone_1	54	18
spot_1630	clone_1	54	20
spot_1631	clone_1	54	22
spot_1632	clone_1	54	24
spot_1633	clone_1	54	26
spot_1634	clone_1	54	28
spot_1635	clone_1	54	30
spot_1636	clone_1	54	32
spot_1637	normal	54	34
spot_1638	normal	54	36
spot_1639	normal	54	38
spot_1640	normal	54	40
spot_1641	normal	54	42
spot_1642	normal	54	44
spot_1643	normal	54	46
spot_1644	normal	54	48
spot_1645	normal	54	50
spot_1646	normal	54	52
spot_1647	normal	54	54
spot_1648	normal	54	56
spot_1649	normal	54	58
spot_1650	clone_1	55	1
spot_1651	clone_1	55	3
spot_1652	clone_1	55	5
spot_1653	clone_1	55	7
spot_1654	clone_1	55	9
spot_1655	clone_1	55	11
spot_1656	clone_1	55	13
spot_1657	clone_1	55	15
spot_1658	clone_1	55	17
spot_1659	clone_1	55	19
spot_1660	clone_1	55	21
spot_1661	clone_1	55	23
spot_1662	clone_1	55	25
spot_1663	clone_1	55	27
spot_1664	clone_1	55	29
spot_1665	clone_1	55	31
spot_1666	clone_1	55	33
spot_1667	normal	55	35
spot_1668	normal	55	37
spot_1669	normal	55	39
spot_1670	normal	55	41
spot_1671	normal	55	43
spot_1672	normal	55	45
spot_1673	normal	55	47
spot_1674	normal	55	49
spot_1675	normal	55	51
spot_1676	normal	55	53
spot_1677	normal	55	55
spot_1678	normal	55	57
spot_1679	normal	55	59
spot_1680	clone_1	56	0
spot_1681	clone_1	56	2
spot_1682	clone_1	56	4
spot_1683	clone_1	56	6
spot_1684	clone_1	56	8
spot_1685	clone_1	56	10
spot_1686	clone_1	56	12
spot_1687	clone_1	56	14
spot_1688	clone_1	56	16
spot_1689	clone_1	56	18
spot_1690	clone_1	56	20
spot_1691	clone_1	56	22
spot_1692	clone_1	56	24
spot_1693	clone_1	56	26
spot_1694	clone_1	56	28
spot_1695	clone_1	56	30
spot_1696	clone_1	56	32
spot_1697	normal	56	34
spot_1698	normal	56	36
spot_1699	normal	56	38
spot_1700	normal	56	40
spot_1701	normal	56	42
spot_1702	normal	56	44
spot_1703	normal	56	46
spot_1704	normal	56	48
spot_1705	normal	56	50
spot_1706	normal	56	52
spot_1707	normal	56	54
spot_1708	normal	56	56
spot_1709	normal	56	58
spot_1710	clone_1	57	1
spot_1711	clone_1	57	3
spot_1712	clone_1	57	5
spot_1713	clone_1	57	7
spot_1714	clone_1	57	9
spot_1715	clone_1	57	11
spot_1716	clone_1	57	13
spot_1717	clone_1	57	15
spot_1718	clone_1	57	17
spot_1719	clone_1	57	19
spot_1720	clone_1	57	21
spot_1721	clone_1	57	23
spot_1722	clone_1	57	25
spot_1723	clone_1	57	27
spot_1724	clone_1	57	29
spot_1725	clone_1	57	31
spot_1726	clone_1	57	33
spot_1727	normal	57	35
spot_1728	normal	57	37
spot_1729	normal	57	39
spot_1730	normal	57	41
spot_1731	normal	57	43
spot_1732	normal	57	45
spot_1733	normal	57	47
spot_1734	normal	57	49
spot_1735	normal	57	51
spot_1736	normal	57	53
spot_1737	normal	57	55
spot_1738	normal	57	57
spot_1739	normal	57	59
spot_1740	clone_1	58	0
spot_1741	clone_1	58	2
spot_1742	clone_1	58	4
spot_1743	clone_1	58	6
spot_1744	clone_1	58	8
spot_1745	clone_1	58	10
spot_1746	clone_1	58	12
spot_1747	clone_1	58	14
spot_1748	clone_1	58	16
spot_1749	clone_1	58	18
spot_1750	clone_1	58	20
spot_1751	clone_1	58	22
spot_1752	clone_1	58	24
spot_1753	clone_1	58	26
spot_1754	clone_1	58	28
spot_1755	clone_1	58	30
spot_1756	clone_1	58	32
spot_1757	clone_1	58	34
spot_1758	normal	58	36
spot_1759	normal	58	38
spot_1760	normal	58	40
spot_1761	normal	58	42
spot_1762	normal	58	44
spot_1763	normal	58	46
spot_1764	normal	58	48
spot_1765	normal	58	50
spot_1766	normal	58	52
spot_1767	normal	58	54
spot_1768	normal	58	56
spot_1769	normal	58	58
spot_1770	clone_1	59	1
spot_1771	clone_1	59	3
spot_1772	clone_1	59	5
spot_1773	clone_1	59	7
spot_1774	clone_1	59	9
spot_1775	clone_1	59	11
spot_1776	clone_1	59	13
spot_1777	clone_1	59	15
spot_1778	clone_1	59	17
spot_1779	clone_1	59	19
spot_1780	clone_1	59	21
spot_1781	clone_1	59	23
spot_1782	clone_1	59	25
spot_1783	clone_1	59	27
spot_1784	clone_1	59	29
spot_1785	clone_1	59	31
spot_1786	clone_1	59	33
spot_1787	clone_0	59	35
spot_1788	clone_0	59	37
spot_1789	normal	59	39
spot_1790	normal	59	41
spot_1791	normal	59	43
spot_1792	normal	59	45
spot_1793	normal	59	47
spot_1794	normal	59	49
spot_1795	normal	59	51
spot_1796	normal	59	53
spot_1797	normal	59	55
spot_1798	normal	59	57
spot_1799	normal	59	59
spot_1800	clone_1	60	0
spot_1801	clone_1	60	2
spot_1802	clone_1	60	4
spot_1803	clone_1	60	6
spot_1804	clone_1	60	8
spot_1805	clone_1	60	10
spot_1806	clone_1	60	12
spot_1807	clone_1	60	14
spot_1808	clone_1	60	16
spot_1809	clone_1	60	18
spot_1810	clone_1	60	20
spot_1811	clone_1	60	22
spot_1812	clone_1	60	24
spot_1813	clone_1	60	26
spot_1814	clone_1	60	28
spot_1815	clone_1	60	30
spot_1816	clone_1	60	32
spot_1817	clone_0	60	34
spot_1818	clone_0	60	36
spot_1819	clone_0	60	38
spot_1820	clone_0	60	40
spot_1821	normal	60	42
spot_1822	normal	60	44
spot_1823	normal	60	46
spot_1824	normal	60	48
spot_1825	normal	60	50
spot_1826	normal	60	52
spot_1827	normal	60	54
spot_1828	normal	60	56
spot_1829	normal	60	58
spot_1830	clone_1	61	1
spot_1831	clone_1	61	3
spot_1832	clone_1	61	5
spot_1833	clone_1	61	7
spot_1834	clone_1	61	9
spot_1835	clone_1	61	11
spot_1836	clone_1	61	13
spot_1837	clone_1	61	15
spot_1838	clone_1	61	17
spot_1839	clone_1	61	19
spot_1840	clone_1	61	21
spot_1841	clone_1	61	23
spot_1842	clone_1	61	25
spot_1843	clone_1	61	27
spot_1844	clone_1	61	29
spot_1845	clone_1	61	31
spot_1846	clone_0	61	33
spot_1847	clone_0	61	35
spot_1848	clone_0	61	37
spot_1849	clone_0	61	39
spot_1850	clone_0	61	41
spot_1851	clone_0	61	43
spot_1852	normal	61	45
spot_1853	normal	61	47
spot_1854	normal	61	49
spot_1855	normal	61	51
spot_1856	normal	61	53
spot_1857	normal	61	55
spot_1858	normal	61	57
spot_1859	normal	61	59
spot_1860	clone_1	62	0
spot_1861	clone_1	62	2
spot_1862	clone_1	62	4
spot_1863	clone_1	62	6
spot_1864	clone_1	62	8
spot_1865	clone_1	62	10
spot_1866	clone_1	62	12
spot_1867	clone_1	62	14
spot_1868	clone_1	62	16
spot_1869	clone_1	62	18
spot_1870	clone_1	62	20
spot_1871	clone_1	62	22
spot_1872	clone_1	62	24
spot_1873	clone_1	62	26
spot_1874	clone_1	62	28
spot_1875	clone_1	62	30
spot_1876	clone_0	62	32
spot_1877	clone_0	62	34
spot_1878	clone_0	62	36
spot_1879	clone_0	62	38
spot_1880	clone_0	62	40
spot_1881	clone_0	62	42
spot_1882	clone_0	62	44
spot_1883	clone_0	62	46
spot_1884	normal	62	48
spot_1885	normal	62	50
spot_1886	normal	62	52
spot_1887	normal	62	54
spot_1888	normal	62	56
spot_1889	normal	62	58
spot_1890	clone_1	63	1
spot_1891	clone_1	63	3
spot_1892	clone_1	63	5
spot_1893	clone_1	63	7
spot_1894	clone_1	63	9
spot_1895	clone_1	63	11
spot_1896	clone_1	63	13
spot_1897	clone_1	63	15
spot_1898	clone_1	63	17
spot_1899	clone_1	63	19
spot_1900	clone_1	63	21
spot_1901	clone_1	63	23
spot_1902	clone_1	63	25
spot_1903	clone_1	63	27
spot_1904	clone_1	63	29
spot_1905	clone_0	63	31
spot_1906	clone_0	63	33
spot_1907	clone_0	63	35
spot_1908	clone_0	63	37
spot_1909	clone_0	63	39
spot_1910	clone_0	63	41
spot_1911	clone_0	63	43
spot_1912	clone_0	63	45
spot_1913	clone_0	63	47
spot_1914	clone_0	63	49
spot_1915	normal	63	51
spot_1916	normal	63	53
spot_1917	normal	63	55
spot_1918	normal	63	57
spot_1919	normal	63	59
spot_1920	clone_1	64	0
spot_1921	clone_1	64	2
spot_1922	clone_1	64	4
spot_1923	clone_1	64	6
spot_1924	clone_1	64	8
spot_1925	clone_1	64	10
spot_1926	clone_1	64	12
spot_1927	clone_1	64	14
spot_1928	clone_1	64	16
spot_1929	clone_1	64	18
spot_1930	clone_1	64	20
spot_1931	clone_1	64	22
spot_1932	clone_1	64	24
spot_1933	clone_1	64	26
spot_1934	clone_0	64	28
spot_1935	clone_0	64	30
spot_1936	clone_0	64	32
spot_1937	clone_0	64	34
spot_1938	clone_0	64	36
spot_1939	clone_0	64	38
spot_1940	clone_0	64	40
spot_1941	clone_0	64	42
spot_1942	clone_0	64	44
spot_1943	clone_0	64	46
spot_1944	clone_0	64	48
spot_1945	clone_0	64	50
spot_1946	normal	64	52
spot_1947	normal	64	54
spot_1948	normal	64	56
spot_1949	normal	64	58
spot_1950	clone_1	65	1
spot_1951	clone_1	65	3
spot_1952	clone_1	65	5
spot_1953	clone_1	65	7
spot_1954	clone_1	65	9
spot_1955	clone_1	65	11
spot_1956	clone_1	65	13
spot_1957	clone_1	65	15
spot_1958	clone_1	65	17
spot_1959	clone_1	65	19
spot_1960	clone_1	65	21
spot_1961	clone_1	65	23
spot_1962	clone_1	65	25
spot_1963	clone_0	65	27
spot_1964	clone_0	65	29
spot_1965	clone_0	65	31
spot_1966	clone_0	65	33
spot_1967	clone_0	65	35
spot_1968	clone_0	65	37
spot_1969	clone_0	65	39
spot_1970	clone_0	65	41
spot_1971	clone_0	65	43
spot_1972	clone_0	65	45
spot_1973	clone_0	65	47
spot_1974	clone_0	65	49
spot_1975	clone_0	65	51
spot_1976	clone_0	65	53
spot_1977	normal	65	55
spot_1978	normal	65	57
spot_1979	normal	65	59
spot_1980	clone_1	66	0
spot_1981	clone_1	66	2
spot_1982	clone_1	66	4
spot_1983	clone_1	66	6
spot_1984	clone_1	66	8
spot_1985	clone_1	66	10
spot_1986	clone_1	66	12
spot_1987	clone_1	66	14
spot_1988	clone_1	66	16
spot_1989	clone_1	66	18
spot_1990	clone_1	66	20
spot_1991	clone_1	66	22
spot_1992	clone_1	66	24
spot_1993	clone_0	66	26
spot_1994	clone_0	66	28
spot_1995	clone_0	66	30
spot_1996	clone_0	66	32
spot_1997	clone_0	66	34
spot_1998	clone_0	66	36
spot_1999	clone_0	66	38
spot_2000	clone_0	66	40
spot_2001	clone_0	66	42
spot_2002	clone_0	66	44
spot_2003	clone_0	66	46
spot_2004	clone_0	66	48
spot_2005	clone_0	66	50
spot_2006	clone_0	66	52
spot_2007	clone_0	66	54
spot_2008	clone_0	66	56
spot_2009	normal	66	58
spot_2010	clone_1	67	1
spot_2011	clone_1	67	3
spot_2012	clone_1	67	5
spot_2013	clone_1	67	7
spot_2014	clone_1	67	9
spot_2015	clone_1	67	11
spot_2016	clone_1	67	13
spot_2017	clone_1	67	15
spot_2018	clone_1	67	17
spot_2019	clone_1	67	19
